Tag,Title,Genres,Movie_id
"['drug dealer', 'new york city', 'suicide', 'concert', 'delusion', 'trauma', 'hallucination', 'addiction', 'sequel', 'murder', 'curse', 'car accident', 'scar', 'demon', 'guilt', 'pop music', 'evil', 'sobriety', 'self-harm', 'delusional', 'popstar', 'smile', 'supernatural horror', 'body horror', 'tour']",Smile 2,"Horror, Mystery",1100782.0
